6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
6,4,4,4,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,7,7,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,7,7,4,4,4,4,7,7,7,7,7,3,3,7,7,7,3,3,7,7,7,7,7,4,4,4,4,7,7,7,6
6,7,7,7,7,7,7,4,4,7,7,4,4,4,7,7,7,7,7,7,7,3,3,7,7,7,7,7,4,4,4,4,7,7,7,6
6,7,7,7,7,7,7,4,4,7,7,4,4,4,7,7,7,7,7,7,7,3,3,7,7,7,7,7,4,4,4,4,7,7,7,6
6,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,3,3,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,2,2,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,2,2,7,7,3,3,3,7,7,7,7,7,2,2,7,7,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,2,2,7,7,3,3,3,7,7,7,7,7,7,7,4,4,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,4,4,3,3,7,7,7,7,7,7,7,7,7,7,7,7,6
6,3,3,3,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,7,7,3,3,3,6
6,5,5,3,0,0,7,7,7,3,3,3,7,7,7,7,7,7,7,3,3,3,3,7,7,7,7,7,7,7,1,1,3,5,5,6
6,5,5,3,0,0,7,7,7,7,2,2,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,1,1,3,5,5,6
6,3,3,3,7,7,7,7,7,7,2,2,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,3,3,6
6,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,6
6,7,7,7,7,7,4,4,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,6
6,7,7,7,7,7,4,4,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,7,7,6
6,7,7,7,2,2,2,2,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,7,7,6
6,7,7,7,2,2,2,2,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,4,4,7,7,6
6,7,4,4,4,4,4,7,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,4,4,7,7,6
6,7,4,7,7,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,4,4,7,7,6
6,7,4,7,7,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,4,4,7,7,6
6,4,4,7,7,7,7,7,7,7,3,3,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
